route_id,service_id,trip_id,trip_headsign,shape_id,block_id
501,1755,2199311:563634:568261,Express - Downtown via Princess St,1117,568261
701,1759,2193171:563635:569206,Express - Cataraqui Centre via Downtown,1610,569206
502,1744,2192870:563636:568240,Express - Cataraqui Centre via Princess,1501,568240
2,1745,2183161:563637:568280,Division Street,1784,568280
801,1745,2183720:563638:568995,Express - Cataraqui Centre via Brock/Bath,1468,568995
32,1746,2203699:563639:568239,St. Lawrence College,1773,568239
N1,1744,2194423:563640:568402,Bus Terminal,1834,568402
601,1744,2193956:563642:568489,Express - Queen's/KGH via CFB Kingston,1832,568489
7,1755,2181712:563643:568504,Cataraqui Centre,1418,568504
702,1745,2195205:563644:568964,Express - King's Crossing via Division,1584,568964
12,1755,2182392:563645:568447,St. Lawrence College,1825,568447
7,1759,2193720:563646:569195,Grant Timmins/Dalton via John Counter Blvd,1385,569195
22,1744,2193843:563647:568296,A - First Canada,1438,568296
19,1745,2183334:563648:568434,Cataraqui Centre,1300,568434
501,1760,2183036:563649:569203,Express - Cataraqui Centre via Front/Bayridge,1506,569203
501,1759,2192912:563650:569187,Express - Cataraqui Centre via Front/Bayridge,1506,569187
22,1745,2183587:563651:568553,A - Innovation / Highway 15,1725,568553
12,1755,2182326:563652:568447,CFB Kingston,1791,568447
601,1755,2182364:563653:568520,A - Express - Queen's/KGH via Highway 15,1835,568520
6,1755,2181533:563654:568283,Saint Lawrence College,1761,568283
7B,1746,2204085:563655:568245,Bus Terminal,1417,568245
4,1746,2203780:563657:568944,Downtown via Princess St,1169,568944
22,1745,2183554:563658:568318,A - First Canada,1438,568318
19,1759,2193484:563659:569205,Cataraqui Centre,1300,569205
501,1760,2183042:563661:569176,Express - Downtown via Princess St,1117,569176
4,1744,2193538:563663:568435,Downtown via Princess St,1169,568435
802,1746,2204182:563664:568991,Express - Montreal Street Park & Ride,1312,568991
12,1755,2182301:563665:568572,B - Downtown,1783,568572
602,1746,2204241:563666:568322,Express - Innovation / Highway 15 via CFB,1576,568322
502,1746,2203611:563667:568562,Express - Cataraqui Centre via Princess,1501,568562
4,1744,2194038:563668:568566,Downtown via Princess St,1169,568566
7,1745,2183579:563669:568443,Cataraqui Centre,1418,568443
31,1744,2192973:563670:568477,Providence Care Hospital,1763,568477
19,1755,2181132:563671:568929,Woodhaven,826,568929
501,1753,2199394:563672:568994,Express - Cataraqui Centre via Front/Bayridge,1506,568994
501,1758,2199394:563672:569201,Express - Cataraqui Centre via Front/Bayridge,1506,569201
7,1759,2193690:563673:569205,Cataraqui Centre,1418,569205
22,1744,2193627:563674:568267,First Canada via MacCauley,1443,568267
22,1753,2192700:563675:568970,First Canada via MacCauley,1443,568970
22,1758,2192700:563675:569196,First Canada via MacCauley,1443,569196
10,1744,2193969:563676:568533,Collins Bay/Bath,1608,568533
15,1746,2203890:563677:568292,Cataraqui Centre,1842,568292
22,1753,2192667:563678:568933,Innovation / Highway 15,1727,568933
22,1758,2192667:563678:569215,Innovation / Highway 15,1727,569215
6,1753,2181456:563680:568970,Cataraqui Centre,1786,568970
6,1758,2181456:563680:569196,Cataraqui Centre,1786,569196
502,1755,2199550:563681:568508,Express - Cataraqui Centre via Princess,1501,568508
12,1755,2182402:563682:568400,St. Lawrence College,1825,568400
16,1745,2183495:563683:568434,First Canada,1849,568434
14,1746,2204056:563684:569174,Cataraqui North,1390,569174
10,1755,2181681:563685:568323,Cataraqui Centre,1396,568323
502,1744,2192940:563686:568566,Express - Downtown via Bayridge/Front,1516,568566
702,1745,2183964:563687:568887,Express - King's Crossing via Division,1584,568887
6,1744,2193355:563688:568402,Saint Lawrence College,1761,568402
16,1745,2183510:563689:568915,St. Lawrence College,1853,568915
6,1744,2193431:563690:568240,Cataraqui Centre,1797,568240
502,1755,2199459:563691:568261,Express - Downtown via Bayridge/Front,1516,568261
502,1755,2199494:563692:568925,Express - Downtown via Bayridge/Front,1516,568925
1,1744,2193288:563693:568290,St. Lawrence College,1769,568290
702,1746,2204318:563694:569002,Express - King's Crossing via Division,1584,569002
7,1746,2204447:563695:568420,Cataraqui Centre,1569,568420
702,1745,2184035:563696:568978,Express - King's Crossing via Division,1584,568978
4,1759,2194033:563697:569205,Downtown via Princess St,1169,569205
11,1759,2193394:563698:569212,Cataraqui Centre,1854,569212
502,1744,2192869:563699:568240,Express - Downtown via Bayridge/Front,1516,568240
4,1755,2199571:563700:568520,Cataraqui Centre via Princess St,1499,568520
502,1753,2199531:563701:568906,Express - Cataraqui Centre via Princess,1501,568906
502,1758,2199531:563701:569199,Express - Cataraqui Centre via Princess,1501,569199
2,1755,2199579:563702:568518,Division Street,1784,568518
N1,1744,2194411:563703:568240,Bus Terminal,1834,568240
10,1745,2183693:563704:568385,Amherstview,1362,568385
19,1745,2183538:563705:568538,Woodhaven,826,568538
801,1746,2204163:563706:568935,Express - Cataraqui Centre via Brock/Bath,1468,568935
19,1745,2183303:563708:568998,Cataraqui Centre,1300,568998
802,1746,2204117:563709:568935,Express - Montreal Street Park & Ride,1312,568935
6,1744,2193362:563710:568295,Saint Lawrence College,1761,568295
702,1744,2193174:563711:568952,Express - King's Crossing via Division,1584,568952
12,1755,2182399:563712:568354,CFB Kingston,1791,568354
15,1746,2203944:563713:568346,Cataraqui Centre,1842,568346
31,1745,2183205:563715:568308,Providence Care Hospital,1763,568308
502,1746,2203794:563716:568926,Express - Downtown via Bayridge/Front,1516,568926
501,1760,2183057:563717:569180,Express - Cataraqui Centre via Front/Bayridge,1506,569180
4,1746,2204498:563718:569188,Downtown via Princess St,1170,569188
6,1744,2193434:563719:568402,Cataraqui Centre,1797,568402
601,1755,2181276:563720:568504,Express - Queen's/KGH via CFB Kingston,1832,568504
502,1746,2203607:563721:568446,Express - Downtown via Bayridge/Front,1516,568446
15,1744,2193444:563722:568485,Centre 70 Park & Ride,1841,568485
501,1745,2183344:563723:568564,Express - Cataraqui Centre via Front/Bayridge,1506,568564
701,1744,2193886:563724:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
502,1745,2183091:563725:568382,Express - Cataraqui Centre via Princess,1501,568382
4,1746,2203837:563726:568963,Cataraqui Centre via Princess St,1499,568963
4,1745,2183332:563727:568887,Cataraqui Centre via Princess St,1499,568887
601,1753,2182287:563728:568970,B - Express - Downtown,1828,568970
601,1758,2182287:563728:569196,B - Express - Downtown,1828,569196
22,1755,2192676:563729:568283,Innovation / Highway 15,1727,568283
502,1746,2203831:563730:568905,Express - Downtown via Bayridge/Front,1516,568905
801,1745,2183712:563731:568961,Express - Cataraqui Centre via Brock/Bath,1468,568961
32,1755,2181073:563732:568524,St. Lawrence College,1773,568524
502,1744,2194564:563733:568295,Express - Downtown via Bayridge/Front,1516,568295
31,1744,2193017:563734:568513,Providence Care Hospital,1763,568513
702,1753,2182227:563735:568923,Express - King's Crossing via Division,1584,568923
702,1758,2182227:563735:569185,Express - King's Crossing via Division,1584,569185
11,1759,2193410:563736:569206,Cataraqui Centre,1859,569206
7,1745,2183572:563737:568443,Grant Timmins/Dalton via John Counter Blvd,1385,568443
6,1753,2181470:563738:569003,Cataraqui Centre,1781,569003
6,1758,2181470:563738:569190,Cataraqui Centre,1781,569190
11,1753,2181509:563739:568933,Cataraqui Centre,1854,568933
11,1758,2181509:563739:569215,Cataraqui Centre,1854,569215
19A,1753,2181102:563740:568916,Cataraqui Centre,1191,568916
19A,1758,2181102:563740:569197,Cataraqui Centre,1191,569197
501,1753,2199370:563741:568960,Express - Cataraqui Centre via Front/Bayridge,1506,568960
501,1758,2199370:563741:569214,Express - Cataraqui Centre via Front/Bayridge,1506,569214
502,1745,2183375:563742:568397,Express - Downtown via Bayridge/Front,1516,568397
90A,1754,2203439:563743:568384,Loyalist Link - Odessa,1690,568384
31,1745,2183198:563744:568396,Providence Care Hospital,1763,568396
7,1745,2183563:563745:568443,Grant Timmins/Dalton via John Counter Blvd,1385,568443
7B,1746,2204077:563746:568368,Bus Terminal,1380,568368
501,1746,2203510:563747:568470,Express - Downtown via Princess St,1117,568470
16,1744,2193579:563748:568552,St. Lawrence College,1853,568552
7,1746,2204452:563751:568237,Cataraqui Centre,1569,568237
701,1753,2199609:563752:568992,Express - Cataraqui Centre via Downtown,1610,568992
701,1758,2199609:563752:569211,Express - Cataraqui Centre via Downtown,1610,569211
N1,1744,2194412:563753:568240,Bus Terminal,1834,568240
11,1760,2183298:563754:569180,Cataraqui Centre,1859,569180
501,1745,2183004:563756:568564,Express - Downtown via Princess St,1117,568564
701,1746,2204341:563757:569002,Express - Cataraqui Centre via Brock/Bath,1377,569002
16,1744,2193578:563758:568267,St. Lawrence College,1853,568267
701,1755,2182049:563759:569001,Express - Cataraqui Centre via Brock/Bath,1377,569001
602,1744,2193949:563761:568489,Express - Innovation / Highway 15 via CFB,1576,568489
6,1755,2181469:563762:568261,Cataraqui Centre,1781,568261
1,1744,2193285:563763:568290,St. Lawrence College,1769,568290
501,1753,2199396:563764:568994,Express - Cataraqui Centre via Front/Bayridge,1506,568994
501,1758,2199396:563764:569201,Express - Cataraqui Centre via Front/Bayridge,1506,569201
6B,1745,2183466:563765:568961,B - Gardiners Centre,1419,568961
2,1745,2183192:563766:568438,Division Street,1784,568438
16,1744,2193584:563767:568267,St. Lawrence College,1853,568267
701,1745,2183959:563768:568932,Express - Cataraqui Centre via Downtown,1610,568932
15,1753,2181782:563770:568898,B - Gardiners Centre,1836,568898
15,1758,2181782:563770:569209,B - Gardiners Centre,1836,569209
602,1746,2204246:563771:568322,Express - Innovation / Highway 15 via CFB,1576,568322
702,1745,2184036:563772:568901,Express - King's Crossing via Division,1584,568901
601,1746,2204216:563774:568276,Express - Queen's/KGH via CFB Kingston,1832,568276
501,1755,2199326:563775:568954,Express - Downtown via Princess St,1117,568954
502,1755,2199516:563776:568948,Express - Cataraqui Centre via Princess,1501,568948
702,1744,2195083:563777:568911,Express - King's Crossing via Division,1584,568911
7,1745,2183561:563778:568451,Grant Timmins/Dalton via John Counter Blvd,1385,568451
2,1755,2181350:563779:568381,Division Street,1784,568381
31,1745,2183203:563780:568496,Providence Care Hospital,1763,568496
501,1755,2199389:563781:568910,Express - Cataraqui Centre via Front/Bayridge,1506,568910
4,1746,2203871:563782:568446,Downtown via Princess St,1170,568446
10,1746,2204092:563783:568409,Cataraqui Centre,1396,568409
6B,1745,2183469:563784:568377,B - Gardiners Centre,1419,568377
701,1746,2204160:563786:568935,Express - Cataraqui Centre via Brock/Bath,1377,568935
602,1744,2193942:563787:568489,Express - Innovation / Highway 15 via CFB,1576,568489
15,1755,2181615:563788:568369,Cataraqui Centre,1858,568369
7,1745,2183582:563789:568443,Cataraqui Centre,1418,568443
4,1746,2203810:563790:568301,Downtown via Princess St,1169,568301
501,1755,2199292:563791:568547,Express - Downtown via Princess St,1117,568547
1,1745,2183263:563792:568308,St. Lawrence College,1769,568308
22,1744,2193961:563793:568296,A - Innovation / Highway 15,1725,568296
701,1745,2183997:563794:568967,Express - Cataraqui Centre via Downtown,1610,568967
502,1755,2199522:563795:568447,Express - Cataraqui Centre via Princess,1501,568447
7,1755,2181867:563796:568954,Grant Timmins/Dalton via John Counter Blvd,1385,568954
19,1755,2181181:563797:568457,Woodhaven,826,568457
15,1755,2181604:563798:568365,Centre 70 Park & Ride,1841,568365
N1,1746,2204491:563799:568292,Bus Terminal,1834,568292
4,1755,2199433:563800:568430,Cataraqui Centre via Princess St,1499,568430
7B,1745,2183677:563801:568443,Bus Terminal,1417,568443
502,1746,2203551:563802:568473,Express - Downtown via Bayridge/Front,1516,568473
32,1744,2192976:563803:568477,St. Lawrence College,1773,568477
701,1745,2183970:563804:568940,Express - Cataraqui Centre via Brock/Bath,1377,568940
502,1744,2194551:563805:568435,Express - Cataraqui Centre via Princess,1501,568435
701,1746,2204323:563807:568884,Express - Cataraqui Centre via Downtown,1610,568884
2,1745,2183171:563808:568482,Division Street,1784,568482
601,1755,2181283:563809:568390,Express - Queen's/KGH via CFB Kingston,1832,568390
22,1760,2183448:563810:569180,Innovation / Highway 15,1727,569180
2,1746,2203628:563811:568399,Train Station,1820,568399
502,1746,2203594:563812:568562,Express - Cataraqui Centre via Princess,1501,568562
502,1745,2183417:563813:568950,Express - Downtown via Bayridge/Front,1516,568950
501,1744,2192905:563814:568521,Express - Downtown via Princess St,1117,568521
501,1746,2203503:563815:568944,Express - Cataraqui Centre via Front/Bayridge,1506,568944
7,1759,2193710:563817:569189,Cataraqui Centre,1418,569189
602,1746,2204199:563818:568276,Express - Innovation / Highway 15 via CFB,1576,568276
701,1745,2183771:563819:568936,Express - Cataraqui Centre via Brock/Bath,1377,568936
15,1755,2181584:563820:568519,Centre 70 Park & Ride,1841,568519
19,1746,2203807:563822:568516,Woodhaven,826,568516
10,1746,2204099:563823:568409,Amherstview,1362,568409
602,1745,2183897:563824:568351,Express - Innovation / Highway 15 via CFB,1576,568351
7,1755,2181975:563825:568568,Grant Timmins/Dalton via John Counter Blvd,1385,568568
701,1745,2184011:563826:568967,Express - Cataraqui Centre via Brock/Bath,1377,568967
4,1755,2199563:563827:568303,Cataraqui Centre via Princess St,1499,568303
13,1745,2194858:563828:568567,Cataraqui North,1441,568567
7,1744,2193730:563829:568485,Grant Timmins/Dalton via John Counter Blvd,1385,568485
601,1753,2182279:563830:568891,B - Express - Downtown,1828,568891
601,1758,2182279:563830:569207,B - Express - Downtown,1828,569207
19,1755,2181094:563831:568519,Woodhaven,826,568519
701,1744,2193980:563832:569000,Express - Cataraqui Centre via Brock/Bath,1377,569000
702,1745,2184033:563833:568959,Express - King's Crossing via Division,1584,568959
801,1746,2204132:563834:568997,Express - Cataraqui Centre via Brock/Bath,1468,568997
32,1745,2183226:563835:568308,St. Lawrence College,1773,568308
15,1755,2181781:563836:568954,Centre 70 Park & Ride,1841,568954
502,1755,2199509:563837:568336,Express - Downtown via Bayridge/Front,1516,568336
602,1755,2181286:563838:568504,Express - Innovation / Highway 15 via CFB,1576,568504
702,1744,2193177:563839:568984,Express - King's Crossing via Division,1584,568984
11,1760,2183288:563840:569210,Cataraqui Centre,1859,569210
701,1745,2184034:563841:568980,Express - Cataraqui Centre via Downtown,1610,568980
1,1746,2203725:563842:568341,St. Lawrence College,1769,568341
501,1745,2182999:563843:568377,Express - Downtown via Princess St,1117,568377
4,1760,2195080:563844:569210,Downtown via Princess St,1170,569210
16,1760,2183503:563845:569180,St. Lawrence College,1853,569180
31,1755,2181036:563846:568442,Providence Care Hospital,1763,568442
502,1759,2192927:563847:569198,Express - Downtown via Bayridge/Front,1516,569198
6,1744,2193352:563848:568521,Saint Lawrence College,1761,568521
22,1744,2193844:563851:568552,A - First Canada,1438,568552
701,1745,2184031:563852:568978,Express - Cataraqui Centre via Downtown,1610,568978
702,1755,2182221:563854:568990,Express - King's Crossing via Division,1584,568990
702,1746,2204325:563855:568946,Express - King's Crossing via Division,1584,568946
16,1753,2192636:563856:568933,First Canada,1852,568933
