route_id,service_id,trip_id,trip_headsign,shape_id,block_id
802,1744,2193871:565857:568886,Express - Montreal Street Park & Ride,1312,568886
701,1744,2193117:565858:568911,Express - Cataraqui Centre via Downtown,1610,568911
32,1755,2181081:565859:568259,St. Lawrence College,1773,568259
15,1744,2193442:565860:568528,Centre 70 Park & Ride,1841,568528
502,1755,2199462:565861:568913,Express - Downtown via Bayridge/Front,1516,568913
2,1745,2183191:565862:568438,Division Street,1784,568438
502,1755,2199519:565864:569001,Express - Cataraqui Centre via Princess,1501,569001
1,1744,2193337:565865:568477,St. Lawrence College,1769,568477
7,1744,2194634:565866:568240,Bus Terminal,1855,568240
32,1744,2192981:565867:568290,St. Lawrence College,1774,568290
2,1745,2183154:565868:568280,Train Station,1820,568280
601,1755,2182372:565870:568551,A - Express - Queen's/KGH via Highway 15,1835,568551
502,1755,2199476:565871:568300,Express - Downtown via Bayridge/Front,1516,568300
801,1753,2182253:565872:568923,Express - Cataraqui Centre via Brock/Bath,1468,568923
601,1745,2183883:565873:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
701,1745,2183974:565874:568940,Express - Cataraqui Centre via Downtown,1610,568940
16,1760,2183498:565875:569203,First Canada,1849,569203
16,1755,2192740:565877:568283,St. Lawrence College,1853,568283
501,1744,2192877:565878:568528,Express - Cataraqui Centre via Front/Bayridge,1506,568528
801,1745,2183732:565879:568978,Express - Cataraqui Centre via Brock/Bath,1468,568978
2,1744,2193054:565880:568569,Division Street,1784,568569
2,1744,2194020:565881:568569,B - Bus Terminal,1570,568569
16,1744,2193594:565882:568267,St. Lawrence College,1853,568267
14,1760,2183588:565883:569210,Cataraqui North,1390,569210
19,1744,2193652:565884:568436,Woodhaven,826,568436
4,1745,2183351:565886:568567,Downtown via Princess St,1169,568567
12,1753,2182401:565887:568923,CFB Kingston,1791,568923
12,1758,2182401:565887:569185,CFB Kingston,1791,569185
7,1755,2181697:565888:568374,Grant Timmins/Dalton via John Counter Blvd,1385,568374
802,1753,2199605:565889:568898,Express - Montreal Street Park & Ride,1312,568898
802,1758,2199605:565889:569209,Express - Montreal Street Park & Ride,1312,569209
19,1755,2181139:565890:568373,Cataraqui Centre,974,568373
2,1745,2194876:565891:568394,B - Bus Terminal,1824,568394
4,1744,2193535:565892:568295,Cataraqui Centre via Princess St,1499,568295
1,1753,2181368:565893:568891,St. Lawrence College,1769,568891
1,1758,2181368:565893:569207,St. Lawrence College,1769,569207
7B,1746,2204075:565894:568321,Bus Terminal,1384,568321
701,1745,2183967:565895:568306,Express - Cataraqui Centre via Brock/Bath,1377,568306
2,1744,2193069:565897:568450,Train Station,1820,568450
4,1755,2199557:565899:568913,Cataraqui Centre via Princess St,1499,568913
7,1746,2204444:565900:568979,Cataraqui Centre,1569,568979
702,1759,2193162:565901:569195,Express - King's Crossing via Division,1584,569195
22,1755,2192690:565902:568259,First Canada via MacCauley,1443,568259
10,1745,2183685:565903:568385,Amherstview,1362,568385
22,1744,2193629:565904:568296,First Canada via MacCauley,1443,568296
22,1755,2192751:565905:568572,Innovation / Highway 15,1727,568572
601,1744,2193911:565906:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
701,1744,2193983:565907:568989,Express - Cataraqui Centre via Brock/Bath,1377,568989
13,1755,2181740:565908:568323,Cataraqui North,1441,568323
31,1753,2181261:565910:568958,Providence Care Hospital,1737,568958
31,1758,2181261:565910:569204,Providence Care Hospital,1737,569204
701,1746,2204378:565911:568238,Express - Cataraqui Centre via Brock/Bath,1377,568238
7,1744,2193734:565912:568528,Grant Timmins/Dalton via John Counter Blvd,1385,568528
10,1744,2193816:565913:568533,Cataraqui Centre,1396,568533
6B,1746,2203932:565914:568470,B - Gardiners Centre,1419,568470
701,1744,2193119:565916:568952,Express - Cataraqui Centre via Brock/Bath,1377,568952
2,1745,2183169:565917:568482,Division Street,1784,568482
6,1755,2181525:565921:568361,Saint Lawrence College,1761,568361
502,1745,2183124:565922:568961,Express - Downtown via Bayridge/Front,1516,568961
22,1744,2193631:565923:568552,First Canada via MacCauley,1443,568552
6,1746,2203926:565925:568470,Cataraqui Centre,1721,568470
702,1746,2204326:565926:569002,Express - King's Crossing via Division,1584,569002
602,1746,2204220:565927:568276,Express - Innovation / Highway 15 via CFB,1576,568276
4,1745,2183404:565928:568564,Downtown via Princess St,1170,568564
1,1745,2183249:565929:568396,Montreal Street,1778,568396
501,1745,2183031:565930:568320,Express - Downtown via Princess St,1117,568320
2,1746,2203660:565931:568453,Train Station,1820,568453
701,1746,2204128:565932:568938,Express - Cataraqui Centre via Brock/Bath,1377,568938
701,1744,2193112:565933:568919,Express - Cataraqui Centre via Brock/Bath,1377,568919
90A,1754,2203440:565934:568384,Loyalist Link - Odessa,1690,568384
19,1759,2193570:565935:569195,Woodhaven,826,569195
802,1744,2193029:565936:568886,Express - Montreal Street Park & Ride,1312,568886
4,1759,2193465:565937:569187,Downtown via Princess St,1169,569187
4,1746,2204405:565938:568516,Cataraqui Centre via Princess St,1499,568516
502,1746,2203582:565939:568537,Express - Cataraqui Centre via Princess,1501,568537
501,1755,2199315:565940:568354,Express - Downtown via Princess St,1117,568354
19,1746,2203776:565941:568934,Cataraqui Centre,1300,568934
19,1755,2181237:565942:568478,Cataraqui Centre,881,568478
502,1746,2203599:565944:568944,Express - Downtown via Bayridge/Front,1516,568944
502,1746,2203578:565945:568537,Express - Cataraqui Centre via Princess,1501,568537
1,1744,2193278:565946:568290,Montreal Street,1778,568290
702,1745,2183977:565947:568940,Express - King's Crossing via Division,1584,568940
701,1746,2204379:565948:568938,Express - Cataraqui Centre via Brock/Bath,1377,568938
702,1744,2193152:565949:568919,Express - King's Crossing via Division,1584,568919
1,1755,2181410:565950:568442,Montreal Street,1778,568442
602,1744,2193913:565951:568458,Express - Innovation / Highway 15 via CFB,1576,568458
501,1744,2192909:565952:568395,Express - Cataraqui Centre via Front/Bayridge,1506,568395
90A,1754,2203449:565953:568366,Loyalist Link - Kingston,1693,568366
601,1744,2193921:565954:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
13,1759,2194573:565955:569184,Cataraqui North,1441,569184
601,1746,2204258:565956:568322,Express - Queen's/KGH via CFB Kingston,1832,568322
32,1755,2181257:565957:568283,St. Lawrence College,1774,568283
19,1755,2181097:565958:568990,Woodhaven,826,568990
32,1746,2203703:565959:568341,St. Lawrence College,1773,568341
2,1755,2181338:565960:568381,Division Street,1784,568381
6,1753,2181527:565961:568970,Saint Lawrence College,1761,568970
6,1758,2181527:565961:569196,Saint Lawrence College,1761,569196
7B,1745,2183641:565962:568972,Bus Terminal,1384,568972
802,1753,2182149:565963:568931,Express - Montreal Street Park & Ride,1312,568931
802,1758,2182149:565963:569208,Express - Montreal Street Park & Ride,1312,569208
502,1745,2183087:565964:568326,Express - Cataraqui Centre via Princess,1501,568326
701,1746,2204502:565965:568946,Express - Cataraqui Centre via Downtown,1610,568946
501,1746,2203524:565966:569188,Express - Cataraqui Centre via Front/Bayridge,1506,569188
801,1744,2193260:565967:569000,Express - Cataraqui Centre via Brock/Bath,1468,569000
7,1755,2181713:565968:568432,Cataraqui Centre,1418,568432
501,1755,2199320:565969:568929,Express - Downtown via Princess St,1117,568929
701,1746,2204338:565970:568999,Express - Cataraqui Centre via Brock/Bath,1377,568999
602,1755,2182375:565971:568551,A - Express - Innovation / Highway 15,1574,568551
6B,1745,2183472:565972:568306,B - Gardiners Centre,1419,568306
502,1746,2203565:565973:568522,Express - Cataraqui Centre via Princess,1501,568522
701,1746,2204109:565974:568944,Express - Cataraqui Centre via Brock/Bath,1377,568944
7,1755,2181878:565975:568421,Cataraqui Centre,1418,568421
15,1744,2193455:565976:568503,Cataraqui Centre,1858,568503
10,1753,2181667:565977:568976,Amherstview,1362,568976
10,1758,2181667:565977:569183,Amherstview,1362,569183
801,1745,2183763:565978:568995,Express - Cataraqui Centre via Brock/Bath,1468,568995
31,1755,2181071:565980:568283,Providence Care Hospital,1763,568283
7,1746,2204024:565981:568249,Grant Timmins/Dalton via John Counter Blvd,1385,568249
22,1746,2203910:565982:568905,Innovation / Highway 15,1727,568905
801,1755,2182179:565983:568948,Express - Cataraqui Centre via Brock/Bath,1468,568948
601,1745,2183896:565984:568348,Express - Queen's/KGH via Downtown,648,568348
501,1755,2199352:565985:569001,Express - Cataraqui Centre via Front/Bayridge,1506,569001
601,1745,2183863:565986:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
13,1746,2204468:565987:568473,Cataraqui North,1441,568473
502,1755,2199835:565988:568896,Express - Cataraqui Centre via Princess,1501,568896
4,1744,2193507:565989:568240,Downtown via Princess St,1169,568240
32,1745,2183223:565990:568308,St. Lawrence College,1773,568308
702,1744,2193180:565992:568885,Express - King's Crossing via Division,1584,568885
501,1746,2203506:565993:568562,Express - Downtown via Princess St,1117,568562
702,1745,2183999:565994:568915,Express - King's Crossing via Division,1584,568915
701,1753,2181992:565995:568957,Express - Cataraqui Centre via Brock/Bath,1377,568957
701,1758,2181992:565995:569191,Express - Cataraqui Centre via Brock/Bath,1377,569191
802,1753,2182147:565996:568931,Express - Montreal Street Park & Ride,1312,568931
802,1758,2182147:565996:569208,Express - Montreal Street Park & Ride,1312,569208
501,1744,2195064:565997:568521,Express - Cataraqui Centre via Front/Bayridge,1506,568521
701,1746,2204179:565998:568991,Express - Cataraqui Centre via Brock/Bath,1377,568991
601,1745,2183877:565999:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
2,1755,2181312:566001:568419,Train Station,1820,568419
501,1744,2192881:566002:568435,Express - Cataraqui Centre via Front/Bayridge,1506,568435
501,1755,2199310:566003:568502,Express - Downtown via Princess St,1117,568502
601,1755,2182282:566004:568532,B - Express - Downtown,1828,568532
31,1746,2203676:566005:568341,Providence Care Hospital,1763,568341
22,1745,2183555:566006:568553,A - First Canada,1438,568553
11,1759,2193415:566007:569189,Cataraqui Centre,1859,569189
15,1746,2203896:566010:568249,Cataraqui Centre,1842,568249
2,1746,2203666:566011:568453,Division Street,1784,568453
7,1759,2193721:566012:569184,Grant Timmins/Dalton via John Counter Blvd,1385,569184
N1,1745,2194878:566014:568443,Bus Terminal,1834,568443
19,1744,2193500:566015:568903,Cataraqui Centre,1300,568903
802,1755,2182146:566016:568894,Express - Montreal Street Park & Ride,1312,568894
501,1744,2192815:566017:568402,Express - Cataraqui Centre via Front/Bayridge,1506,568402
2,1755,2181339:566018:568518,Division Street,1784,568518
19,1746,2203862:566019:569002,Cataraqui Centre,1300,569002
1,1745,2183261:566020:568496,St. Lawrence College,1769,568496
702,1744,2193175:566021:568903,Express - King's Crossing via Division,1584,568903
602,1745,2183932:566022:568351,Express - Innovation / Highway 15 via CFB,1613,568351
1,1755,2181364:566023:568361,St. Lawrence College,1772,568361
13,1759,2194569:566024:569189,Cataraqui North,1441,569189
501,1760,2183065:566025:569186,Express - Downtown via Princess St,1117,569186
602,1755,2181280:566026:568390,Express - Innovation / Highway 15 via CFB,1576,568390
501,1745,2183020:566027:568377,Express - Cataraqui Centre via Front/Bayridge,1506,568377
501,1746,2203878:566028:568321,Express - Cataraqui Centre via Front/Bayridge,1506,568321
13,1745,2194860:566030:568556,Cataraqui North,1441,568556
702,1744,2193155:566031:568885,Express - King's Crossing via Division,1584,568885
11,1746,2203763:566032:569174,Cataraqui Centre,1859,569174
2,1746,2203670:566033:568453,Division Street,1784,568453
4,1746,2204406:566034:568946,Cataraqui Centre via Princess St,1499,568946
19,1746,2203617:566035:568245,Cataraqui Centre,1472,568245
502,1759,2192928:566036:569195,Express - Downtown via Bayridge/Front,1516,569195
7,1755,2181656:566037:568424,Grant Timmins/Dalton via John Counter Blvd,1385,568424
15,1753,2181610:566038:568933,Cataraqui Centre,1858,568933
15,1758,2181610:566038:569215,Cataraqui Centre,1858,569215
16,1755,2192712:566039:568504,St. Lawrence College,1853,568504
90A,1754,2203448:566040:568366,Loyalist Link - Kingston,1693,568366
701,1759,2193105:566041:569198,Express - Cataraqui Centre via Downtown,1610,569198
501,1746,2203809:566042:568301,Express - Cataraqui Centre via Front/Bayridge,1506,568301
701,1755,2182241:566043:569001,Express - Cataraqui Centre via Downtown,1610,569001
4,1746,2203830:566044:568944,Downtown via Princess St,1169,568944
501,1745,2183009:566045:568932,Express - Cataraqui Centre via Front/Bayridge,1506,568932
701,1744,2193878:566046:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
502,1746,2203555:566047:568554,Express - Downtown via Bayridge/Front,1516,568554
4,1755,2199404:566049:568519,Downtown via Princess St,1169,568519
4,1745,2184091:566050:568953,Cataraqui Centre via Princess St,1499,568953
601,1744,2193944:566053:568489,Express - Queen's/KGH via CFB Kingston,1832,568489
7,1745,2183565:566054:568311,Grant Timmins/Dalton via John Counter Blvd,1385,568311
16,1745,2183814:566055:568553,First Canada,1849,568553
701,1744,2193987:566056:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
501,1745,2183412:566057:568506,Express - Cataraqui Centre via Front/Bayridge,1506,568506
4,1746,2203804:566058:568969,Cataraqui Centre via Princess St,1499,568969
16,1755,2192623:566059:568283,First Canada,1852,568283
701,1755,2181997:566061:568990,Express - Cataraqui Centre via Brock/Bath,1377,568990
601,1746,2204260:566064:568322,Express - Queen's/KGH via CFB Kingston,1832,568322
502,1755,2199502:566065:568487,Express - Downtown via Bayridge/Front,1516,568487
4,1746,2203854:566066:568470,Downtown via Princess St,1169,568470
701,1755,2182185:566067:568929,Express - Cataraqui Centre via Downtown,1610,568929
12,1753,2182304:566068:568970,B - Downtown,1783,568970
12,1758,2182304:566068:569196,B - Downtown,1783,569196
502,1744,2192943:566070:568411,Express - Downtown via Bayridge/Front,1516,568411
802,1744,2193028:566071:568886,Express - Montreal Street Park & Ride,1312,568886
2,1746,2203644:566072:568454,Division Street,1784,568454
502,1746,2203569:566075:568493,Express - Cataraqui Centre via Princess,1501,568493
13,1755,2181730:566076:568265,Cataraqui North,1441,568265
22,1755,2192695:566077:568532,First Canada via MacCauley,1443,568532
32,1745,2183271:566079:568308,B - Kingston Centre,1734,568308
6,1744,2193425:566080:568402,Cataraqui Centre,1797,568402
16,1744,2193654:566081:568552,First Canada,1852,568552
31,1744,2192999:566082:568383,Providence Care Hospital,1763,568383
701,1745,2183958:566083:568932,Express - Cataraqui Centre via Brock/Bath,1377,568932
16,1755,2192619:566084:568490,First Canada,1852,568490
502,1755,2199490:566086:568242,Express - Downtown via Bayridge/Front,1516,568242
2,1744,2193057:566087:568450,Division Street,1784,568450
501,1744,2192901:566088:568240,Express - Cataraqui Centre via Front/Bayridge,1506,568240
701,1745,2195202:566090:568953,Express - Cataraqui Centre via Brock/Bath,1377,568953
1,1755,2181429:566091:568260,Montreal Street,1778,568260
15,1745,2183426:566092:568451,Cataraqui Centre,1842,568451
501,1745,2183018:566093:568961,Express - Downtown via Princess St,1117,568961
19,1755,2181095:566094:568547,Woodhaven,826,568547
701,1745,2184048:566095:568959,Express - Cataraqui Centre via Brock/Bath,1377,568959
501,1755,2199344:566096:568261,Express - Cataraqui Centre via Front/Bayridge,1506,568261
6,1744,2193433:566097:568295,Cataraqui Centre,1797,568295
4,1745,2183383:566098:568915,Cataraqui Centre via Princess St,1499,568915
502,1746,2203605:566099:568470,Express - Downtown via Bayridge/Front,1516,568470
7,1753,2181695:566100:568958,Grant Timmins/Dalton via John Counter Blvd,1385,568958
7,1758,2181695:566100:569204,Grant Timmins/Dalton via John Counter Blvd,1385,569204
601,1755,2182379:566101:568495,A - Express - Queen's/KGH via Highway 15,1835,568495
601,1753,2182363:566102:568891,Express - Queen's/KGH via CFB Kingston,1833,568891
601,1758,2182363:566102:569207,Express - Queen's/KGH via CFB Kingston,1833,569207
502,1755,2199457:566103:568913,Express - Downtown via Bayridge/Front,1516,568913
802,1753,2182152:566104:568994,Express - Montreal Street Park & Ride,1312,568994
802,1758,2182152:566104:569201,Express - Montreal Street Park & Ride,1312,569201
502,1746,2203478:566105:568949,Express - Cataraqui Centre via Princess,1501,568949
7,1746,2204441:566106:568516,Cataraqui Centre,1569,568516
4,1746,2203853:566107:568949,Cataraqui Centre via Princess St,1499,568949
19A,1755,2181234:566108:568400,Cataraqui Centre,1063,568400
6,1755,2181478:566109:568502,Saint Lawrence College,1761,568502
701,1753,2182004:566110:568916,Express - Cataraqui Centre via Brock/Bath,1377,568916
701,1758,2182004:566110:569197,Express - Cataraqui Centre via Brock/Bath,1377,569197
19,1746,2203791:566111:568926,Cataraqui Centre,1300,568926
501,1744,2195061:566112:568503,Express,1844,568503
501,1759,2192821:566113:569193,Express - Downtown via Princess St,1117,569193
22,1755,2192672:566114:568490,Innovation / Highway 15,1727,568490
10,1753,2181684:566115:568958,Amherstview,1362,568958
10,1758,2181684:566115:569204,Amherstview,1362,569204
13,1753,2181734:566116:568960,Cataraqui North,1441,568960
13,1758,2181734:566116:569214,Cataraqui North,1441,569214
16,1745,2183499:566118:568915,First Canada,1849,568915
10,1755,2181680:566119:568323,Cataraqui Centre,1396,568323
701,1746,2204340:566120:568942,Express - Cataraqui Centre via Brock/Bath,1377,568942
7B,1746,2204074:566121:568345,Bus Terminal,1384,568345
501,1755,2199353:566122:568429,Express - Cataraqui Centre via Front/Bayridge,1506,568429
13,1745,2194864:566123:568553,Cataraqui North,1441,568553
2,1745,2183151:566124:568394,Division Street,1784,568394
701,1755,2199840:566125:568902,Express - Cataraqui Centre via Downtown,1610,568902
501,1745,2183003:566126:568306,Express - Downtown via Princess St,1117,568306
7,1755,2181872:566127:568400,Cataraqui Centre,1418,568400
16,1744,2193669:566129:568552,First Canada,1852,568552
801,1746,2204150:566131:568997,Express - Cataraqui Centre via Brock/Bath,1468,568997
12,1755,2182329:566132:568354,St. Lawrence College,1825,568354
701,1744,2193988:566134:569000,Express - Cataraqui Centre via Brock/Bath,1377,569000
6,1744,2193363:566135:568435,Saint Lawrence College,1761,568435
602,1746,2204205:566136:568276,Express - Innovation / Highway 15 via CFB,1576,568276
10,1746,2204102:566137:568409,Cataraqui Centre,1396,568409
702,1755,2182238:566138:568897,Express - King's Crossing via Division,1584,568897
701,1746,2204499:566139:568921,Express - Cataraqui Centre via Brock/Bath,1377,568921
802,1745,2183776:566140:568936,Express - Montreal Street Park & Ride,1312,568936
19,1744,2193522:566141:568930,Woodhaven,826,568930
502,1753,2199480:566142:568976,Express - Downtown via Bayridge/Front,1516,568976
502,1758,2199480:566142:569183,Express - Downtown via Bayridge/Front,1516,569183
7,1744,2193684:566143:568528,Cataraqui Centre,1418,568528
15,1746,2203904:566144:568292,Centre 70 Park & Ride,1841,568292
702,1745,2184037:566145:568988,Express - King's Crossing via Division,1584,568988
501,1753,2200036:566146:568992,Express - Cataraqui Centre via Front/Bayridge,1523,568992
501,1758,2200036:566146:569211,Express - Cataraqui Centre via Front/Bayridge,1523,569211
701,1744,2193115:566147:568885,Express - Cataraqui Centre via Brock/Bath,1377,568885
22,1755,2192665:566148:568894,Innovation / Highway 15,1727,568894
22,1744,2193848:566149:568267,A - First Canada,1438,568267
602,1744,2193923:566150:568489,Express - Innovation / Highway 15 via CFB,1576,568489
7B,1745,2183639:566151:568320,Bus Terminal,1384,568320
701,1746,2204158:566152:568935,Express - Cataraqui Centre via Brock/Bath,1377,568935
802,1745,2183765:566154:568995,Express - Montreal Street Park & Ride,1312,568995
32,1755,2181251:566155:568328,St. Lawrence College,1774,568328
31,1744,2193020:566157:568513,Providence Care Hospital,1763,568513
602,1745,2183885:566158:568348,Express - Innovation / Highway 15 via CFB,1576,568348
1,1744,2193296:566159:568383,St. Lawrence College,1769,568383
602,1755,2182361:566160:568350,A - Express - Innovation / Highway 15,1574,568350
19,1744,2193552:566161:568920,Woodhaven,826,568920
801,1744,2193874:566162:569000,Express - Cataraqui Centre via Brock/Bath,1468,569000
1,1746,2203709:566163:568341,Montreal Street,1778,568341
4,1745,2183526:566164:568915,Downtown via Princess St,1170,568915
15,1745,2183427:566165:568311,Cataraqui Centre,1842,568311
601,1744,2193919:566166:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
801,1745,2183745:566167:568907,Express - Cataraqui Centre via Brock/Bath,1468,568907
502,1746,2203560:566168:568473,Express - Cataraqui Centre via Princess,1501,568473
4,1755,2199426:566169:568430,Downtown via Princess St,1170,568430
1,1746,2203723:566171:568239,Montreal Street,1778,568239
702,1746,2204364:566172:568921,Express - King's Crossing via Division,1584,568921
6,1744,2193351:566174:568566,Saint Lawrence College,1761,568566
2,1745,2183172:566175:568482,Division Street,1784,568482
2,1746,2203657:566176:568248,Train Station,1820,568248
22,1755,2192664:566177:568520,Innovation / Highway 15,1727,568520
1,1744,2193269:566178:568330,Montreal Street,1778,568330
16,1745,2183517:566179:568980,First Canada,1849,568980
501,1746,2203517:566180:569179,Express - Cataraqui Centre via Front/Bayridge,1506,569179
16,1760,2183501:566181:569210,St. Lawrence College,1853,569210
502,1755,2199549:566182:568457,Express - Cataraqui Centre via Princess,1501,568457
2,1746,2203632:566183:568399,Division Street,1784,568399
1,1755,2181425:566184:568374,Montreal Street,1778,568374
1,1753,2181415:566185:568970,St. Lawrence College,1769,568970
1,1758,2181415:566185:569196,St. Lawrence College,1769,569196
15,1746,2203900:566186:568346,Cataraqui Centre,1842,568346
1,1755,2181420:566187:568894,Montreal Street,1778,568894
501,1746,2203514:566188:568387,Express - Downtown via Princess St,1117,568387
502,1755,2199472:566189:569001,Express - Downtown via Bayridge/Front,1516,569001
13,1759,2194578:566190:569198,Cataraqui North,1441,569198
701,1755,2182008:566191:568914,Express - Cataraqui Centre via Brock/Bath,1377,568914
501,1745,2183028:566193:568263,Express - Cataraqui Centre via Front/Bayridge,1506,568263
701,1746,2204382:566194:568997,Express - Cataraqui Centre via Brock/Bath,1377,568997
10,1745,2183812:566195:568385,Collins Bay/Bath,1608,568385
19,1746,2203798:566196:568884,Woodhaven,826,568884
502,1744,2192858:566197:568240,Express - Downtown via Bayridge/Front,1516,568240
701,1745,2184054:566198:568988,Express - Cataraqui Centre via Downtown,1610,568988
502,1745,2183110:566199:568377,Express - Cataraqui Centre via Princess,1501,568377
702,1746,2204503:566200:568946,Express - King's Crossing via Division,1584,568946
4,1746,2204399:566201:568446,Downtown via Princess St,1170,568446
6,1755,2181520:566202:568494,Saint Lawrence College,1761,568494
501,1746,2203533:566203:568562,Express - Downtown via Princess St,1117,568562
15,1755,2181619:566204:568432,Cataraqui Centre,1858,568432
501,1760,2183046:566205:569210,Express - Downtown via Princess St,1117,569210
602,1746,2204259:566207:568322,Express - Innovation / Highway 15 via CFB,1576,568322
502,1744,2192873:566208:568240,Express - Cataraqui Centre via Princess,1501,568240
16,1753,2192727:566209:568891,St. Lawrence College,1853,568891
16,1758,2192727:566209:569207,St. Lawrence College,1853,569207
502,1746,2203613:566212:568949,Express - Downtown via Bayridge/Front,1516,568949
13,1755,2181731:566213:568547,Cataraqui North,1441,568547
701,1755,2181996:566215:568927,Express - Cataraqui Centre via Brock/Bath,1377,568927
19A,1753,2181885:566216:568958,Cataraqui Centre,1063,568958
19A,1758,2181885:566216:569204,Cataraqui Centre,1063,569204
802,1745,2183715:566217:568995,Express - Montreal Street Park & Ride,1312,568995
601,1745,2183919:566218:568351,Express - Queen's/KGH via CFB Kingston,1832,568351
502,1744,2192948:566220:568295,Express - Cataraqui Centre via Princess,1501,568295
15,1745,2183452:566221:568451,Centre 70 Park & Ride,1841,568451
1,1744,2193289:566223:568290,St. Lawrence College,1769,568290
22,1744,2193610:566224:568296,Innovation / Highway 15,1727,568296
4,1746,2203801:566225:568470,Downtown via Princess St,1169,568470
1,1744,2193266:566226:568330,Montreal Street,1778,568330
702,1745,2183952:566227:568998,Express - King's Crossing via Division,1584,568998
702,1746,2204311:566228:568996,Express - King's Crossing via Division,1584,568996
502,1746,2204506:566229:568250,Express - Cataraqui Centre via Princess,1501,568250
7,1746,2204040:566230:568249,Cataraqui Centre,1418,568249
7,1755,2181959:566231:568519,Cataraqui Centre,1449,568519
31,1745,2183200:566232:568496,Providence Care Hospital,1763,568496
702,1755,2182235:566233:568892,Express - King's Crossing via Division,1584,568892
2,1755,2181316:566234:568419,Train Station,1820,568419
2,1745,2184143:566235:568438,B - Bus Terminal,1570,568438
6,1744,2193371:566236:568566,Cataraqui Centre,1781,568566
19,1745,2183336:566237:568434,Woodhaven,826,568434
702,1745,2183945:566238:568964,Express - King's Crossing via Division,1584,568964
702,1753,2182210:566239:568960,Express - King's Crossing via Division,1584,568960
702,1758,2182210:566239:569214,Express - King's Crossing via Division,1584,569214
502,1755,2199484:566240:568242,Express - Downtown via Bayridge/Front,1516,568242
701,1745,2183996:566241:568975,Express - Cataraqui Centre via Downtown,1610,568975
501,1755,2199304:566243:568300,Express - Downtown via Princess St,1117,568300
601,1746,2204239:566245:568322,Express - Queen's/KGH via CFB Kingston,1832,568322
16,1746,2204567:566246:568368,St. Lawrence College,1853,568368
15,1759,2193464:566247:569206,B - Gardiners Centre,1848,569206
4,1755,2199425:566248:568242,Downtown via Princess St,1170,568242
501,1745,2183054:566249:568377,Express - Cataraqui Centre via Front/Bayridge,1523,568377
701,1746,2204307:566250:568912,Express - Cataraqui Centre via Downtown,1610,568912
501,1746,2203507:566251:568387,Express - Downtown via Princess St,1117,568387
14,1755,2181778:566252:568421,Cataraqui North,1390,568421
2,1745,2183189:566253:568438,Train Station,1820,568438
19,1755,2181182:566254:568457,Cataraqui Centre,974,568457
11,1759,2193416:566255:569212,Cataraqui Centre,1859,569212
602,1755,2182378:566256:568495,A - Express - Innovation / Highway 15,1574,568495
4,1745,2183527:566258:568309,Cataraqui Centre via Princess St,1499,568309
501,1744,2194542:566259:568411,Express - Cataraqui Centre via Front/Bayridge,1506,568411
701,1746,2204386:566260:568921,Express - Cataraqui Centre via Downtown,1610,568921
4,1755,2199420:566261:568900,Downtown via Princess St,1169,568900
15,1755,2181587:566262:568369,Centre 70 Park & Ride,1841,568369
701,1745,2183941:566263:568964,Express - Cataraqui Centre via Downtown,1610,568964
802,1746,2204137:566264:568999,Express - Montreal Street Park & Ride,1312,568999
701,1745,2183954:566265:568940,Express - Cataraqui Centre via Brock/Bath,1377,568940
701,1753,2182050:566266:568898,Express - Cataraqui Centre via Brock/Bath,1377,568898
701,1758,2182050:566266:569209,Express - Cataraqui Centre via Brock/Bath,1377,569209
6B,1746,2203929:566267:568562,B - Gardiners Centre,1419,568562
2,1745,2183168:566268:568438,Division Street,1784,568438
19,1745,2183528:566269:568318,Woodhaven,826,568318
N1,1744,2194433:566270:568417,Princess / Midland,1829,568417
4,1746,2203870:566271:568446,Downtown via Princess St,1170,568446
502,1744,2192938:566272:568911,Express - Downtown via Bayridge/Front,1516,568911
501,1746,2203534:566273:568562,Express - Downtown via Princess St,1117,568562
702,1746,2204319:566274:568942,Express - King's Crossing via Division,1584,568942
13,1759,2194568:566275:569205,Cataraqui North,1441,569205
22,1753,2192685:566276:568958,First Canada via MacCauley,1443,568958
22,1758,2192685:566276:569204,First Canada via MacCauley,1443,569204
22,1755,2192675:566277:568502,Innovation / Highway 15,1727,568502
19,1755,2181232:566278:568910,Cataraqui Centre,974,568910
32,1755,2181064:566279:568532,St. Lawrence College,1773,568532
702,1753,2182219:566280:568960,Express - King's Crossing via Division,1584,568960
702,1758,2182219:566280:569214,Express - King's Crossing via Division,1584,569214
12,1755,2182332:566282:568400,CFB Kingston,1791,568400
1,1745,2183239:566283:568496,Montreal Street,1778,568496
19,1744,2193548:566284:568903,Woodhaven,826,568903
12,1755,2182293:566285:568532,St. Lawrence College,1762,568532
2,1755,2181297:566286:568414,Train Station,1820,568414
15,1755,2181638:566287:568457,Cataraqui Centre,1858,568457
19,1746,2203797:566289:568884,Cataraqui Centre,1300,568884
13,1753,2181735:566290:568945,Cataraqui North,1441,568945
